id,frag1,frag2,new_smiles
163,*[C@H]1C[C@H](O)[C@@H](CO[P@H](=O)[O-])O1,*N1CCO[C@H](C)C1,C[C@@H]1CN([C@H]2C[C@H](O)[C@@H](CO[P@H](=O)[O-])O2)CCO1
164,*C(=O)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1,*OC,COC(=O)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1
165,*n1cccn1,*CCOCCOCCOCC,CCOCCOCCOCCn1cccn1
166,*CCOCCOCCOCCO,*NC,CNCCOCCOCCOCCO
167,*n1c2c([n+](CCOC)c1C)C(=O)c1ccccc1C2=O,*C(=O)c1ccccc1Nc1cccc(C)c1C,COCC[n+]1c2c(n(C(=O)c3ccccc3Nc3cccc(C)c3C)c1C)C(=O)c1ccccc1C2=O
168,*c1cc2ccccc2c(N=C(N)c2nc(C)cc(C)n2)n1,*C(=O)c1ccccc1[SeH],Cc1cc(C)nc(C(N)=Nc2nc(C(=O)c3ccccc3[SeH])cc3ccccc23)n1
169,*CCOCCOCCO,*CCOCCOCCOCC,CCOCCOCCOCCCCOCCOCCO
170,*CCNc1c(NCCCCCCO)c(=O)c1=O,*CCOCCOCC,CCOCCOCCCCNc1c(NCCCCCCO)c(=O)c1=O
171,*c1ccc(N(C)C)cc1,*CC[C@@H](N)C(=O)[O-],CN(C)c1ccc(CC[C@@H](N)C(=O)[O-])cc1
172,*[C@@H]1O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]1F,*C(=O)c1ccccc1Nc1cccc(C)c1C,Cc1cccc(Nc2ccccc2C(=O)[C@@H]2O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]2F)c1C
173,*C(C)=O,*c1sc2cc(C)ccc2[n+]1C,CC(=O)c1sc2cc(C)ccc2[n+]1C
174,*c1nnn[nH]1,*C(=O)COC,COCC(=O)c1nnn[nH]1
175,*c1sc2cc(C)ccc2[n+]1C,*[C@H]1C[C@H](O)[C@@H](CO[P@H](=O)[O-])O1,Cc1ccc2c(c1)sc([C@H]1C[C@H](O)[C@@H](CO[P@H](=O)[O-])O1)[n+]2C
176,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,*CCO,N[C@@H](Cc1ccccc1)C[C@H](N)C(=O)CCO
177,*c1sc2cc(C)ccc2[n+]1C,*CCOCCO,Cc1ccc2c(c1)sc(CCOCCO)[n+]2C
178,*CCOCCOCCOCCOCCOCCOCCOCC,*CCS,CCOCCOCCOCCOCCOCCOCCOCCCCS
179,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21,*CCOCCOCCOCCO,Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccccc1)cn2CCOCCOCCOCCO
180,*C(=O)c1ccnc2[nH]c(O)nc12,*OC,COC(=O)c1ccnc2[nH]c(O)nc12
181,*c1ccccc1C(=O)O,*N1CCO[C@H](C)C1,C[C@@H]1CN(c2ccccc2C(=O)O)CCO1
182,*CC[C@@H](N)C(=O)[O-],*CCOCCOCCOC,COCCOCCOCCCC[C@@H](N)C(=O)[O-]
183,*O,*c1cccc(C)c1C,Cc1cccc(O)c1C
184,*CCOCCOCC,*C(=O)c1ccc(S)cc1,CCOCCOCCC(=O)c1ccc(S)cc1
185,*n1c2c([n+](CCOC)c1C)C(=O)c1ccccc1C2=O,*O,COCC[n+]1c2c(n(O)c1C)C(=O)c1ccccc1C2=O
186,*CCOCCOCCOCCOCCOCC,*C(=O)COC,CCOCCOCCOCCOCCOCCC(=O)COC
187,*CCOC,*CCCCCCO,COCCCCCCCCO
188,*n1cnc2c(N)nccc21,*CCOCCOCCOCCOC,COCCOCCOCCOCCn1cnc2c(N)nccc21
189,*c1sc2cc(C)ccc2[n+]1C,*c1c(NCCCCCCO)c(=O)c1=O,Cc1ccc2c(c1)sc(-c1c(NCCCCCCO)c(=O)c1=O)[n+]2C
190,*C=O,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1,O=C[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1
191,*C(=O)c1ccccc1Nc1cccc(C)c1C,*n1cccn1,Cc1cccc(Nc2ccccc2C(=O)n2cccn2)c1C
192,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21,*C(=O)c1ccccc1[SeH],Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccccc1)cn2C(=O)c1ccccc1[SeH]
193,*CCOCCOC,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21,COCCOCCn1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21
194,*c1c(NCCOCCO)c(=O)c1=O,*N1C=CCC(C(N)=O)=C1,NC(=O)C1=CN(c2c(NCCOCCO)c(=O)c2=O)C=CC1
195,*c1c(NCCCCCCO)c(=O)c1=O,*CCOCCOCC,CCOCCOCCc1c(NCCCCCCO)c(=O)c1=O
196,*CCOCCOCCOCCOC,*C(=O)c1ccccc1[SeH],COCCOCCOCCOCCC(=O)c1ccccc1[SeH]
197,*n1cnc2c(N)nccc21,*c1cccc(NC(=O)c2cc(-n3cccn3)cc(C(F)(F)F)c2)c1,Nc1nccc2c1ncn2-c1cccc(NC(=O)c2cc(-n3cccn3)cc(C(F)(F)F)c2)c1
198,*C(C)=O,*n1cc(C(=O)[O-])c(N)nc1=O,CC(=O)n1cc(C(=O)[O-])c(N)nc1=O
199,*n1cnc2c(N)nccc21,*c1sc2cc(C)ccc2[n+]1C,Cc1ccc2c(c1)sc(-n1cnc3c(N)nccc31)[n+]2C
200,*[C@@H]1O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]1F,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,O=C(c1cc(-c2ccccn2)cc(C(F)(F)F)c1)[C@@H]1O[C@H](CO[P@H](=O)[O-])[C@@H](O)[C@@H]1F
201,*CCNCCO,*c1cccc(NC(=O)c2cc(-c3nnn[nH]3)cc(C(F)(F)F)c2)c1,O=C(Nc1cccc(CCNCCO)c1)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1
202,*n1c(Cl)nc2c(=O)[nH]c(N)nc21,*CCOCCOCCOC,COCCOCCOCCn1c(Cl)nc2c(=O)[nH]c(N)nc21
203,*CCOCCOCCOCCOCCOCCOCCO,*Cc1cnccn1,OCCOCCOCCOCCOCCOCCOCCCc1cnccn1
204,*c1c(NCCCCCCO)c(=O)c1=O,*C(=O)[C@@H](N)Cc1ccccc1,N[C@@H](Cc1ccccc1)C(=O)c1c(NCCCCCCO)c(=O)c1=O
205,*n1cnc2c(N)nccc21,*C(=O)c1ccnc2[nH]c(O)nc12,Nc1nccc2c1ncn2C(=O)c1ccnc2[nH]c(O)nc12
206,*c1nc(N)[nH]c(=O)c1NC=O,*CCOC,COCCc1nc(N)[nH]c(=O)c1NC=O
207,*CCOCCOCCOCCOC,*c1c(NCCOCCO)c(=O)c1=O,COCCOCCOCCOCCc1c(NCCOCCO)c(=O)c1=O
208,*N1CCO[C@H](C)C1,*C(=O)COC,COCC(=O)N1CCO[C@H](C)C1
209,*CCOCCOCCOCCOC,*Nc1ccccc1,COCCOCCOCCOCCNc1ccccc1
210,*CCOCCOCCOCCO,*n1cccn1,OCCOCCOCCOCCn1cccn1
211,*OC,*n1cnc2c(N)ncnc21,COn1cnc2c(N)ncnc21
212,*N1C=CCC(C(N)=O)=C1,*c1ccccn1,NC(=O)C1=CN(c2ccccn2)C=CC1
213,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*CCOCCOCCO,O=C(CCOCCOCCO)c1cc(-c2ccccn2)cc(C(F)(F)F)c1
214,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,*O,N[C@@H](Cc1ccccc1)C[C@H](N)C(=O)O
215,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1,*N1CCO[C@H](C)C1,C[C@@H]1CN([C@@H]2CC(O)=C(CO[P@@H](=O)[O-])O2)CCO1
216,*CC[C@@H](N)C(=O)[O-],*n1cnc2c(N)nccc21,Nc1nccc2c1ncn2CC[C@@H](N)C(=O)[O-]
217,*n1c2c([n+](CCOC)c1C)C(=O)c1ccccc1C2=O,*c1c(NCCOCCO)c(=O)c1=O,COCC[n+]1c2c(n(-c3c(NCCOCCO)c(=O)c3=O)c1C)C(=O)c1ccccc1C2=O
218,*O,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,OC[C@H]1OC[C@H](NO)[C@@H](O)[C@@H]1O
219,*c1ccccc1C(=O)O,*c1c(NCCCCCCO)c(=O)c1=O,O=C(O)c1ccccc1-c1c(NCCCCCCO)c(=O)c1=O
220,*c1nnn[nH]1,*CCOCCOCCOCCOCCO,OCCOCCOCCOCCOCCc1nnn[nH]1
221,*C(=O)[C@@H](N)Cc1ccccc1,*CCOCCOCCOCCO,N[C@@H](Cc1ccccc1)C(=O)CCOCCOCCOCCO
222,*C(C)=O,*N1CCO[C@H](C)C1,CC(=O)N1CCO[C@H](C)C1
223,*C(=O)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1,*Cc1cnccn1,O=C(Cc1cnccn1)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1
224,*CCOCCOC,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,COCCOCCN[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O
225,*n1c(Cl)nc2c(=O)[nH]c(N)nc21,*CCO,Nc1nc2c(nc(Cl)n2CCO)c(=O)[nH]1
226,*Cc1cnccn1,*NC,CNCc1cnccn1
227,*CCOCCOC,*O,COCCOCCO
228,*c1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,*C(=O)c1ccc(S)cc1,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(C(=O)c2ccc(S)cc2)cc(C(F)(F)F)c1
229,*Cc1cnccn1,*CCOCCOCCOCCOCC,CCOCCOCCOCCOCCCc1cnccn1
230,*C=O,*n1cccn1,O=Cn1cccn1
231,*CCOCCOCCOCCOCCO,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,N[C@@H](Cc1ccccc1)C[C@H](N)C(=O)CCOCCOCCOCCOCCO
232,*CCOCCOCCOCC,*Cc1cnccn1,CCOCCOCCOCCCc1cnccn1
233,*c1nnn[nH]1,*CCOCCOC,COCCOCCc1nnn[nH]1
234,*CCOCCOCC,*Nc1cccc(-c2nnn[nH]2)c1,CCOCCOCCNc1cccc(-c2nnn[nH]2)c1
235,*C(=O)c1ccnc2[nH]c(O)nc12,*Nc1ccccc1,O=C(Nc1ccccc1)c1ccnc2[nH]c(O)nc12
236,*c1sc2cc(C)ccc2[n+]1C,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,Cc1ccc2c(c1)sc(N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O)[n+]2C
237,*CCOC,*CCOCCOC,COCCCCOCCOC
238,*n1cc(C(=O)[O-])c(N)nc1=O,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,Nc1nc(=O)n(C(=O)c2cc(-c3ccccn3)cc(C(F)(F)F)c2)cc1C(=O)[O-]
239,*C(=O)c1ccc(S)cc1,*CCOCC,CCOCCC(=O)c1ccc(S)cc1
240,*CCOCCOCCO,*c1sc2cc(C)ccc2[n+]1C,Cc1ccc2c(c1)sc(CCOCCOCCO)[n+]2C
241,*CCOCCOC,*c1ccc(NCCNCCO)c2c1C(=O)c1c(O)ccc(O)c1C2=O,COCCOCCc1ccc(NCCNCCO)c2c1C(=O)c1c(O)ccc(O)c1C2=O
242,*C(C)=O,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1,CC(=O)[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1
243,*n1cc(C(=O)[O-])c(N)nc1=O,*N1CCO[C@H](C)C1,C[C@@H]1CN(n2cc(C(=O)[O-])c(N)nc2=O)CCO1
244,*N(C)C,*CCNc1c(NCCCCCCO)c(=O)c1=O,CN(C)CCNc1c(NCCCCCCO)c(=O)c1=O
245,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*Cc1cnccn1,OC[C@H]1OC[C@H](NCc2cnccn2)[C@@H](O)[C@@H]1O
246,*CCOCCOCCOCCOCC,*n1cccn1,CCOCCOCCOCCOCCn1cccn1
247,*c1ccccc1C(=O)O,*C(=O)c1ccccc1Nc1cccc(C)c1C,Cc1cccc(Nc2ccccc2C(=O)c2ccccc2C(=O)O)c1C
248,*n1cnc2c(N)nccc21,*c1cccc(C)c1C,Cc1cccc(-n2cnc3c(N)nccc32)c1C
249,*CCOCCOCCOCCOCCOCCO,*CCO,OCCCCOCCOCCOCCOCCOCCO
250,*c1nnn[nH]1,*NCc1nc2ccccc2[nH]1,c1ccc2[nH]c(CNc3nnn[nH]3)nc2c1
251,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*CC[C@@H](N)C(=O)[O-],N[C@H](CCC(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1)C(=O)[O-]
252,*OC,*[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1,CO[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1
253,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*NCc1nc2ccccc2[nH]1,O=C(NCc1nc2ccccc2[nH]1)c1cc(-c2ccccn2)cc(C(F)(F)F)c1
254,*c1ccccc1C(=O)O,*OC,COc1ccccc1C(=O)O
255,*CCOCCOCCO,*C(=O)[C@@H](N)Cc1ccccc1,N[C@@H](Cc1ccccc1)C(=O)CCOCCOCCO
256,*n1cccn1,*c1c(NCCOCCO)c(=O)c1=O,O=c1c(NCCOCCO)c(-n2cccn2)c1=O
257,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,N[C@@H](Cc1ccccc1)C[C@H](N)C(=O)C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1
258,*c1nnn[nH]1,*[C@H]1C[C@H](O)[C@@H](CO[P@H](=O)[O-])O1,O=[P@H]([O-])OC[C@H]1O[C@@H](c2nnn[nH]2)C[C@@H]1O
259,*CCOCCOCCOC,*CCOCCOCCOCCO,COCCOCCOCCCCOCCOCCOCCO
260,*[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1,*CCOCCOCCOC,COCCOCCOCC[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1
261,*N(C)C,*CCOC,COCCN(C)C
262,*CCOCCOCCOCCOCCOCCOCCOCC,*CCOCCOCC,CCOCCOCCCCOCCOCCOCCOCCOCCOCCOCC
263,*n1cccn1,*c1ccccn1,c1ccc(-n2cccn2)nc1
264,*CCOCCOCCOCCOCCOCC,*c1sc2cc(C)ccc2[n+]1C,CCOCCOCCOCCOCCOCCc1sc2cc(C)ccc2[n+]1C
265,*CCO,*O,OCCO
266,*Cc1cnccn1,*C(=O)COC,COCC(=O)Cc1cnccn1
267,*CCO,*c1c(NCCOCCO)c(=O)c1=O,O=c1c(CCO)c(NCCOCCO)c1=O
268,*c1nc(N)[nH]c(=O)c1NC=O,*n1cccn1,Nc1nc(-n2cccn2)c(NC=O)c(=O)[nH]1
269,*c1cccc(C)c1C,*CCS,Cc1cccc(CCS)c1C
270,*n1c(Cl)nc2c(=O)[nH]c(N)nc21,*NC,CNn1c(Cl)nc2c(=O)[nH]c(N)nc21
271,*CCOCCOCCOCCOCCOCC,*Nc1ccccc1,CCOCCOCCOCCOCCOCCNc1ccccc1
272,*C(=O)c1ccc(S)cc1,*Nc1ccccc1,O=C(Nc1ccccc1)c1ccc(S)cc1
273,*c1ccc(N(C)C)cc1,*N1C=CCC(C(N)=O)=C1,CN(C)c1ccc(N2C=CCC(C(N)=O)=C2)cc1
274,*c1cccc(C)c1C,*c1ccccn1,Cc1cccc(-c2ccccn2)c1C
275,*OC,*c1ccc(N(C)C)cc1,COc1ccc(N(C)C)cc1
276,*C(=O)c1ccnc2[nH]c(O)nc12,*Cc1cnccn1,O=C(Cc1cnccn1)c1ccnc2[nH]c(O)nc12
277,*O,*c1ccccc1C(=O)O,O=C(O)c1ccccc1O
278,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1,*CCOCCO,O=[P@@H]([O-])OCC1=C(O)C[C@@H](CCOCCO)O1
279,*CCOC,*N1CCCCCC1,COCCN1CCCCCC1
280,*CCOCCOCCOC,*CCOCCOCCOCC,CCOCCOCCOCCCCOCCOCCOC
281,*C=O,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21,Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccccc1)cn2C=O
282,*N(C)C,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1,CN(C)[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1
283,*CCNCCO,*c1sc2cc(C)ccc2[n+]1C,Cc1ccc2c(c1)sc(CCNCCO)[n+]2C
284,*C(=O)c1ccccc1Nc1cccc(C)c1C,*[C@H]1C[C@H](O)[C@@H](CO[P@H](=O)[O-])O1,Cc1cccc(Nc2ccccc2C(=O)[C@H]2C[C@H](O)[C@@H](CO[P@H](=O)[O-])O2)c1C
285,*C=O,*CCOCCOCCOCC,CCOCCOCCOCCC=O
286,*c1ccccn1,*CCOCCOCCOCCOCCO,OCCOCCOCCOCCOCCc1ccccn1
287,*C(=O)c1ccnc2[nH]c(O)nc12,*C=O,O=CC(=O)c1ccnc2[nH]c(O)nc12
288,*n1cnc2c(N)nccc21,*C(=O)c1cc(-n2cccn2)cc(C(F)(F)F)c1,Nc1nccc2c1ncn2C(=O)c1cc(-n2cccn2)cc(C(F)(F)F)c1
289,*CCNCCO,*c1ccccc1C(=O)O,O=C(O)c1ccccc1CCNCCO
290,*N1CCO[C@H](C)C1,*CCOCCOCCOCCO,C[C@@H]1CN(CCOCCOCCOCCO)CCO1
291,*N1C=CCC(C(N)=O)=C1,*CCCCCCO,NC(=O)C1=CN(CCCCCCO)C=CC1
292,*C(=O)[C@@H](N)Cc1ccccc1,*CCOCCOCCOC,COCCOCCOCCC(=O)[C@@H](N)Cc1ccccc1
293,*c1c(NCCCCCCO)c(=O)c1=O,*CCOCCOCCO,O=c1c(CCOCCOCCO)c(NCCCCCCO)c1=O
294,*c1ccccc1C(=O)O,*C(C)=O,CC(=O)c1ccccc1C(=O)O
295,*c1nc(N)[nH]c(=O)c1NC=O,*CCOCCOCCOCC,CCOCCOCCOCCc1nc(N)[nH]c(=O)c1NC=O
296,*C(=O)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1,*CC[C@@H](N)C(=O)[O-],N[C@H](CCC(=O)c1cc(-c2nnn[nH]2)cc(C(F)(F)F)c1)C(=O)[O-]
297,*O,*C(=O)c1ccnc2[nH]c(O)nc12,O=C(O)c1ccnc2[nH]c(O)nc12
298,*n1cccn1,*N1C=CCC(C(N)=O)=C1,NC(=O)C1=CN(n2cccn2)C=CC1
299,*C(=O)c1ccccc1Nc1cccc(C)c1C,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21,Cc1cccc(Nc2ccccc2C(=O)n2c[n+](Cc3ccccc3)c3c(=O)[nH]c(N)nc32)c1C
300,*n1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21,*OC,COn1c[n+](Cc2ccccc2)c2c(=O)[nH]c(N)nc21
301,*CCOCCOCC,*c1nnn[nH]1,CCOCCOCCc1nnn[nH]1
302,*N1C=CCC(C(N)=O)=C1,*CCOCCOCCOCC,CCOCCOCCOCCN1C=CCC(C(N)=O)=C1
303,*CC[C@@H](N)C(=O)[O-],*CCOCCOCCOCCOCCOCCOCCOCC,CCOCCOCCOCCOCCOCCOCCOCCCC[C@@H](N)C(=O)[O-]
304,*c1cccc(C)c1C,*Cc1cnccn1,Cc1cccc(Cc2cnccn2)c1C
305,*CCOCCOCC,*CCOCCOCCOCCO,CCOCCOCCCCOCCOCCOCCO
306,*OC,*CCCCCCO,COCCCCCCO
307,*CCOCCOCCOCCOCCOCC,*CCOC,CCOCCOCCOCCOCCOCCCCOC
308,*NCc1nc2ccccc2[nH]1,*c1sc2cc(C)ccc2[n+]1C,Cc1ccc2c(c1)sc(NCc1nc3ccccc3[nH]1)[n+]2C
309,*c1cccc(NC(=O)c2cc(-c3nnn[nH]3)cc(C(F)(F)F)c2)c1,*C(C)=O,CC(=O)c1cccc(NC(=O)c2cc(-c3nnn[nH]3)cc(C(F)(F)F)c2)c1
310,*c1cccc(C)c1C,*n1cc(C(=O)[O-])c(N)nc1=O,Cc1cccc(-n2cc(C(=O)[O-])c(N)nc2=O)c1C
311,*CCOCCOCCOC,*C(C)=O,COCCOCCOCCC(C)=O
312,*Nc1ccccc1,*CCOCCO,OCCOCCNc1ccccc1
313,*CCOCCOCCOCCOCC,*N1CCO[C@H](C)C1,CCOCCOCCOCCOCCN1CCO[C@H](C)C1
314,*CCOCC,*C(C)=O,CCOCCC(C)=O
315,*C(=O)COC,*CCOCCOCCOCCOCC,CCOCCOCCOCCOCCC(=O)COC
316,*c1ccc(N(C)C)cc1,*NCc1nc2ccccc2[nH]1,CN(C)c1ccc(NCc2nc3ccccc3[nH]2)cc1
317,*N1C=CCC(C(N)=O)=C1,*C(=O)c1cc(-c2ccccn2)cc(C(F)(F)F)c1,NC(=O)C1=CN(C(=O)c2cc(-c3ccccn3)cc(C(F)(F)F)c2)C=CC1
318,*c1c(NCCCCCCO)c(=O)c1=O,*NCc1nc2ccccc2[nH]1,O=c1c(NCCCCCCO)c(NCc2nc3ccccc3[nH]2)c1=O
319,*CCOCCOCCOCCOCCOCC,*CCS,CCOCCOCCOCCOCCOCCCCS
320,*C(=O)[C@@H](N)C[C@@H](N)Cc1ccccc1,*CCOCCOCCOCCO,N[C@@H](Cc1ccccc1)C[C@H](N)C(=O)CCOCCOCCOCCO
321,*[C@H]1C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O1,*n1c2c([n+](CCOC)c1C)C(=O)c1ccccc1C2=O,COCC[n+]1c2c(n([C@H]3C[C@H](O)[C@@H](CO[P@@H](=O)[O-])O3)c1C)C(=O)c1ccccc1C2=O
322,*N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,*CCOCCOCCOCCOCCO,OCCOCCOCCOCCOCCN[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O
323,*C(=O)c1ccc(S)cc1,*C(=O)[C@@H](N)Cc1ccccc1,N[C@@H](Cc1ccccc1)C(=O)C(=O)c1ccc(S)cc1
324,*CCOCCOCCOCCOCCO,*Nc1ccccc1,OCCOCCOCCOCCOCCNc1ccccc1
325,*n1cnc2c(N)ncnc21,*CCOCC,CCOCCn1cnc2c(N)ncnc21
326,*CCNCCO,*Cc1cnccn1,OCCNCCCc1cnccn1
327,*CCOCCOCCOC,*[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1,COCCOCCOCC[C@@H]1CC(O)=C(CO[P@@H](=O)[O-])O1
328,*CCS,*n1c(Cl)nc2c(=O)[nH]c(N)nc21,Nc1nc2c(nc(Cl)n2CCS)c(=O)[nH]1
